,content,score,time
1153,뱔 1개도 아까움 일단 고객센터는 없다고 보시면 됩니다. 4시간 통화 시도하다 결국 연결안되서 취소수수료 엄청 깨졌네요. 요새도 이런 기업이 있다는게 놀랍습니다. 전 다름 어플 이용하렵니다.,1,2020-08-20
1154,좋은정보 많아요,4,2019-04-22
1155,히히,5,2019-09-01
1156,편리함,5,2020-10-04
1157,예약하기도 편하고 주변에 좋은곳이나 쿠폰을 줘서 좋아요,5,2019-02-08
1158,굿,5,2019-12-28
1159,출장이 많은 저에게는 좋은 어플입니다,5,2018-03-15
1160,쉽고 좋은가격에 숙소 예약 짱!!,5,2019-12-31
1161,편하게 사용하고 있어요ㅋ,5,2018-02-26
1162,정말 좋은거 같아용,5,2017-11-30
1163,쓸만함,5,2017-10-02
1164,ㅇ.ㅇ,5,2017-05-18
1165,굿,5,2020-09-22
1166,앱이잘돌아갔는데 업뎃하고왜이러나요??겁나멈추네. 못쓸정도로만들어놧네요?,1,2015-07-21
1167,ㅋㅋ 할인도 되고 숙박 정보도 많고 좋아요~,5,2019-10-17
1168,굿,5,2018-12-07
1169,야야 야놀자,5,2018-12-16
1170,결제다양,5,2017-07-14
1171,굳,5,2018-06-21
1172,좋네요 잘되고,3,2020-08-03
1173,왠만한앱처럼 렉도없고 정보도 정확하고 한번쓰기시작해서 여태쓰는유일한 앱이네요. 앞으로잘부탁드릴께요.,5,2015-05-19
1174,쿠폰감사용,5,2020-04-01
1175,설명끝,5,2016-06-02
1176,좋아요,5,2019-11-09
1177,굿잡,4,2019-02-15
1178,간편함,4,2018-10-18
1179,최고,5,2015-08-07
1180,가족끼리 여행을가든 애인이랑 여행을가든 친규들과 파티를 하던!! 전 항상 야놀자에서 검색!!또검색!! 야놀자로할인도팡팡받아서 기분 최고에요^^,5,2014-02-17
1181,엄청편해요!! 대실 예약두 되구 전에는 안되었눈데 최고!!!,5,2019-02-16
1182,겁나편해요,5,2020-05-05
1183,잘 쓰고 다닙니다~,5,2019-08-21
1184,출장이나 놀러갈때마다 잘쓰고 있습니다~,4,2018-04-20
1185,대한민국 최고앱,5,2020-01-03
1186,좋아용,5,2018-10-28
1187,조아요~~,5,2021-04-07
1188,모든편의에 맞춰져있는듯 굿,5,2017-04-27
1189,예약이 간편하고 빠르며~소소한 할인까지~,5,2019-03-06
1190,혜택도많고 무료 숙박이벤트등 좋은컨텐츠도잇고 이용하기좋아요,5,2015-09-28
1191,좋아요~~~,5,2021-04-04
1192,좋은어플이네요,5,2020-12-03
1193,편해요,5,2019-11-14
1194,굿!,5,2014-10-02
1195,좋아욤,5,2017-05-20
1196,굿,5,2018-10-14
1197,굿,5,2021-12-11
1198,간단해서 좋아요,5,2018-10-23
1199,굿굿굿,5,2019-05-29
1200,차이결제 10% 저렴하게 결제하니.. 좋네요..^^,5,2020-01-18
1201,리뷰에 솔직하게적어달래서 여기 더러웠다고 적었더니 권리침해로 신고당해서 제글이 차단당했다는데요. 어쩐지 제가 이용한 숙박업소 후기가좋은게이상하다느꼇는데 맘에안들면 다 신고해서 후기가좋은거였나요 ? 배달의민족 같은경우는 글쓴이만 글을 지울수있는데 이렇게 사장 마음에안드는 리뷰마다 그 사장님이 글 차단시키면 그 숙박업소에대해 변별력이 떨어질거같은데 이러면 리뷰의 의미가 없잖아요 수정해주세요.,1,2019-11-20
1202,좋아요,5,2019-06-10
1203,정말쓰기편하네여,5,2019-05-19
1204,편리하네요,5,2022-04-23
1205,여기좋아요 여기만이용하겠습니다 사랑합니다,5,2020-08-15
1206,정보도 다양하고 좋은곳도 많은거 같아요~ 가격도 앱통해 결제하니 좀더 저렴하구용~^^,5,2017-11-05
1207,편해요,5,2022-05-20
1208,좋네요 오늘,5,2020-09-03
1209,역시 놀땐 야놀자,5,2018-08-31
1210,편하네,5,2019-12-02
1211,좋아요,5,2017-12-15
1212,좋아요편리하고,5,2019-09-18
1213,좋아요~,5,2018-10-30
1214,쓰다보니좋은듯,5,2017-08-12
1215,여러분 즐섹하세요,4,2019-03-24
1216,굿!,5,2022-04-07
1217,계속 귀찮아요 누르기 미안해서 평가합니다.. 잘쓰고있어요.,5,2017-10-20
1218,좋아욧,5,2019-11-30
1219,좋아요 쿠폰도 있고,5,2022-04-09
1220,조하요조하욪ㅎ하요조하요,5,2018-12-15
1221,만족만족..^^,5,2019-12-04
1222,굳,5,2015-04-18
1223,굿입니다요,5,2019-04-15
1224,마니씁니다,5,2020-03-14
1225,굿,5,2019-06-02
1226,좋아요~~~~,5,2021-05-27
1227,"어플 플랫폼이 깔끔하게 잘 정리되어 있어서, 보기가 편하네요",5,2017-11-08
1228,혜택도좋고 업체도좋고♡♡♡♡,5,2015-07-19
1229,좋아요,5,2019-08-02
1230,사전에 이미지로 볼 수 있는게 너무 좋죠,5,2020-02-07
1231,쉽게 예약하고 가격 비교 미리 숙소보기 가능하니깐 추천이지 뭐,5,2019-07-31
1232,좋아요,5,2018-11-27
1233,여러번사옹해보고요,5,2017-10-11
1234,나이스,4,2017-08-21
1235,역시 숙박앱 짱이네요 이벤트도 잘 보이고 넘 쓰게 편했어요!,5,2021-11-01
1236,어플 잘안쓰는데 이건 강추해요!!!,5,2014-11-25
1237,편해서 좋아요,4,2018-12-30
1238,아주 좋아요. 많이 사용하세요..,5,2020-11-17
1239,편리하고 좋아요,5,2019-06-14
1240,좋아요,4,2019-03-10
1241,좋아요,5,2019-03-09
1242,이벤트가 다양해서 할인율이 좋네요,5,2020-06-06
1243,좋아요,5,2019-07-31
1244,할인/예약하기 편해용,4,2018-09-03
1245,꾸준히 이용잘하고있어요 쿠폰덕에 저렴하기도하고 포인트 모으는재미가 쏠쏠하네요ㅎ,5,2019-10-04
1246,개꿀~~~~~~~~~,5,2020-09-08
1247,좋아요뵤죧ㅎ고겨ㅕ고ㅗ너ㅑ댜겨4ㅕㅕ4ㅕ겨4ㅕ고겨고고고,5,2020-08-27
1248,쿠폰좀 많이뿌려주세여ㅠ 자주이용하는데  포인트라도 팍팍주세요!!,4,2017-05-18
1249,밤새도록 로딩만 해쳐먹으세요 기왕 업데이트 하실꺼 확실하게 와이파이도 로딩만 되게하시고 엘티이도 로딩만 되네요,5,2014-10-27
1250,회원가입하려고 마지막 3단계에서 폰번호인증번호까지 다넣고 확인 아무리 갈겨도 꿈쩍하지않고 안넘어가서 이용이 불가능합니다.,1,2018-03-05
1251,아니 장난까는것도아니고 로그인후 비밀전호변경하라는데 비밀번호도안바뀌고 창이바뀌지가않네 몇번을 지웟다깔앗다했는지 덕분에 다른어플로 갈아타드림 ㅅㄱ,1,2018-03-18
1252,할인혜택도 많고 숙박예약할때 아주 유용해요!!,5,2019-12-22
1253,t멤버십으로 결제한 거 연동 안 돼서 속상했어요ㅠㅠ,4,2022-02-22
1254,간편하고 확실하다!!,5,2018-06-11
1255,good,5,2019-11-26
1256,좋아요,4,2018-11-24
1257,지금은 업무상 출장갈때 많이쓰고있는데.. 피곤한데 지방에서 숙소 잡을때 자칫 잘못 고르면 육체적피로에 정신적 피로까지 쌓이게되니... 위치와 요금 방사진등을 확인하고 숙소른 잡으니 너무 좋습니다.,5,2014-02-14
1258,편해,5,2020-02-19
1259,좋아요,5,2020-01-18
1260,좋네요,5,2019-05-15
1261,굿굿,5,2018-01-09
1262,좋아요!!,5,2018-11-13
1263,이벤트도잇고 방도많이볼수잇고 너무좋은거같아요~ 응원합니다~,5,2015-06-18
1264,굿,5,2018-08-24
1265,굿,5,2018-06-12
1266,출장이나 하루 숙박을 이용할때 여러정보를 한눈에 볼수있어 좋네요 짱 강력추천입니다~~,5,2015-05-30
1267,원하는 곳을 잘 찾아줘요,4,2020-09-06
1268,편해요,5,2020-07-28
1269,굳,5,2022-01-28
1270,좋음 편하고,5,2017-07-21
1271,짱이에여,4,2017-09-01
1272,캐시가 안나왔지만...앱은 조아요!!!,5,2017-08-05
1273,예약도되고 한눈에 알아볼수도있고 좋으네요,5,2015-04-24
1274,아직 가보지는않았지만 이런앱이 있다는것이 너무 좋네요^^,5,2015-09-13
1275,굿,5,2012-04-07
1276,굿굿,5,2017-06-10
1277,아주좋아요,5,2017-07-02
1278,좋음,5,2019-07-20
1279,좋네요~~,5,2017-07-23
1280,좋아요,5,2017-06-28
1281,괜찮네여,5,2018-06-29
1282,좋아요,5,2019-07-19
1283,좋아요,5,2019-09-03
1284,^^♥,4,2015-05-17
1285,예전보다 엄~청 편해지고 좋아짐,5,2021-11-03
1286,"언제나,누구나,어디서나 이용할수 있어요.",4,2022-05-02
1287,좋아요^^,5,2020-02-06
1288,굿굿굿,5,2017-11-14
1289,굿!,5,2018-11-10
1290,ㅎㅎ,5,2015-08-27
1291,좋아요,5,2015-10-22
1292,"금액별, 그룹내 지역별, 객실 종류별 정렬할 수 있으면 좋겠어요",3,2019-12-01
1293,레저티켓 사용엔 야놀자가 가장 직관적인듯,5,2021-12-28
1294,좋아요,5,2018-06-14
1295,편리하고 저렴하고 좋습니다,5,2015-04-08
1296,잘 이용하고 있습니다!,5,2017-07-27
1297,편하고좋아요,5,2016-11-01
1298,휴가라 숙박이 필요하니 카카오캐쉬도 받을 까해사 깔았는데 아무리 카카오가 지급한다해도 본인들의 상표걸고 이벤트한거라면 책임이 있지 않나?카카오탓도 있지만 야놀자에 대한 부정적인 이미지 추가 옥션에서 예약하는게 낫겠다. 남의 탓하는 거보니 숙박뭔가 잘못되도 남의 탓 할것 같네,1,2017-08-02
1299,앱 사용 편하고 결제하기도 간편해요,5,2019-07-15
1300,가자 가자 가자 가자 가자,5,2018-01-13
1301,좋아요ㅎㅎ,4,2017-04-24
1302,좋음,5,2018-09-01
1303,굿굿,3,2019-07-06
1304,정말 니들맘데로 운영하는구나,1,2017-11-30
1305,시간날때마다 여행다니고싶을때 준비할수있을거같네요!!사랑해요♡ BCU,5,2014-05-23
1306,결제 엄청 쉽게 굳!!! 입니다,5,2019-02-28
1307,다가져,5,2019-03-02
1308,혜택많고 좋아요,5,2019-03-13
1309,굿,5,2019-03-26
1310,"가성비좋고,편안합니다.",5,2022-01-31
1311,간편하고 좋아요,5,2022-04-10
1312,좋아용,5,2020-12-19
1313,조용하고 깔끔하고 친절해서조아요,5,2019-06-11
1314,예약하고 할인혜택 이 좋아요,5,2019-10-18
1315,저렴해서 좋다,5,2021-03-28
1316,굳,5,2019-02-28
1317,항상편리하고 저렴하게 잘이용하고 있습니다,5,2021-08-15
1318,처음시작이예요. 사용해보고다시평가할께요.,4,2017-02-14
1319,좋아요,5,2018-12-29
1320,최고입니다,5,2015-06-26
1321,좋아용,5,2019-01-17
1322,??,5,2021-03-05
1323,좋야,4,2018-01-12
1324,좋아요.,5,2022-04-14
1325,좋아요 ㅎㅎㅎ,4,2019-04-12
1326,주차되는데 안된다는알림창이안뜸  다른업체는뜨는데 그래서 일단예약햇는데 업체에서 전화와서는 최하요금에는주차안된다고하셔서 취소부탁하니 업체에서 야놀자업체에서 결제취소해야한다고해서 늦은 밤이라 상식적으로 전화안받는줄알고  다음날 아침에전화해서 취소부탁하니 취소 안된다고함 분명 숙박업체에서 시킨데로햇는데  그리고 약관에는 평일 09시부터 18시로 되어있는데 전화로는 익일02시까지 라고 결제창 맨 밑에 끝까지 내리면 적혀있어서 취소안해준다고하네요 분명 업체에서 시킨데로햇으며 이용하지도않앗는데말이죠,1,2016-07-30
1327,좋아요,5,2017-04-08
1328,좋아요,4,2017-11-24
1329,성현호는잘생겼어~~,1,2017-09-13
1330,좋음,4,2017-10-27
1331,최고,5,2015-05-24
1332,빠르고 쉬운결제 전국어디서나 빠르게!,5,2019-04-22
1333,깔끔하고 좋아여~~~,5,2015-04-01
1334,넘편리해요~~♡,5,2019-02-10
1335,굿,5,2018-10-02
1336,다좋은데 도데체 이미 방이 꽉촤서 예약이 완료된 숙소는 외나오나요?예약 완료가 너무 많이나와서 예약 완료된 숙소는 안나오게부탁드립니다,4,2021-08-15
1337,편함,5,2019-12-13
1338,다른 리뷰보고 사용해 봤는데 괜찮은듯. 한번으로는 모르겠지만 여튼 원하는 펜션을 찾았습니다~^^,4,2017-06-12
1339,좋아요,4,2018-07-05
1340,그뤠잇입니다,5,2018-01-23
1341,굿굿굿 좋아요,5,2017-01-16
1342,좋습니다ㅎㅎ,5,2018-09-22
1343,좋은 앱입니다 항상 유용하게 이용하고있습니다~,5,2017-08-18
1344,좋아요,5,2019-02-25
1345,쉽게 예약했어요....ㅋㅋㅋㅋ,5,2020-04-01
1346,좋아요,5,2018-10-03
1347,좋음,5,2018-07-06
1348,편리해서 자주이용할거같네요 ㅋㅋㅋ,5,2015-07-10
1349,숙소거리를 30키로 20키로 차이가 나도 고객이 직접 주소를 검색하지 않고 예약하였기때문에 예약시 적혀있는 내용과 상이해도 환불해줄수없다고 하네요 예약시 기재되있는 거리와 너무 차이가나서 기타예외 규정에있는 예약시 표시된 정보와 상이하면 환불해준다하여 환불요청을 해도 gps문제라 절대 환불이 불가능하답니다. 객실정보는 이미지에 나와있는 내용만 포함된것이니 예약 하시기전 꼭 네비게이션이나 위치검색후 사용하시길 바랍니다. 저는 더이상 못쓰겠네요. 대박나시고 번창하시길 기원합니다 답글도 달지말고 꺼지세요,1,2019-03-01
1350,할인 검색 편하네요 여친과 놀러갈때 잘사용하고 있어요,5,2019-12-10
1351,구매내역 확인은 도데체 어디서 하는거니,1,2021-06-26
1352,급히 여행을 가거나 숙박을 해야할때 인터넷 검색보다 훨씬 편리^^,5,2015-03-29
1353,광고 그만,1,2019-06-11
1354,좋네요 굿굿,5,2019-03-10
1355,"금요일, 토요일에도 예약할 수 있어서 좋아요. 근데 심리테스트 당첨된건 어디로 이메일보내고 하란 말이 없네요. 어쩌란건지..그것또 자기들이 안 알려줘놓고 안 보내면 당첨취소되더라구요.",4,2016-06-13
1356,좋아요 저렴하고 방도많음,5,2020-12-07
1357,좋아요,4,2016-12-04
1358,설명노필요,5,2015-08-19
1359,한번씩 놀러갈때 이용해요 잘 모르는 동네 숙박예약시 사진 참고가능해서 좋고 쿠폰도 좋아요,5,2019-01-27
1360,혜택짱 좋아요,5,2015-06-22
1361,매일 야놀자 이용하지만 이용하면할수록 너무 좋고 편리한것같아요 ㅎㅎ,5,2016-12-08
1362,최애앱 넘나편한것,5,2018-11-10
1363,이젠 헤어졌다는 사실 ㅜㅡ 줸장,5,2014-04-12
1364,카테고리 정리도 되어있고 파티룸사진도망많네요 친구들하고 꼭 이용할게요~!,4,2015-02-13
1365,가격저렴하게 이용할수 있네요~!!,5,2019-07-03
1366,좋아요,5,2019-04-04
1367,굿 맘에듬ㅋ,5,2017-08-09
1368,간편한 시스템과 원하는 호텔및 모텔이 있고 그곳의 할인과 쿠폰!!! Good,5,2017-11-27
1369,예약도편리하고 정말짱입니다!!!,5,2016-07-22
1370,예약하기 편하고 쿠폰 다양하게 많이 주고 많은 숙박업소를 갖고는 있지만... 해외 숙박업소도 많이 보유해주시길 바래요~~~,4,2019-08-13
1371,좋아요,5,2020-02-20
1372,간편하고 저렴하게 이용하기 꿀팁앱 야늘자,5,2019-04-10
1373,갑자기 수신동의 변경메일이 도착했어요 수신동의 한적도 없는데 오늘 오후 4시9분59초에 변경됐다네요? 누가 동의한건가요? 저는 안했는데 고객정보 동의없이 변경하는건가요?,1,2020-07-07
1374,저렴하고 좋음,5,2019-09-18
1375,좋아요,5,2020-08-10
1376,사용하기 편합니다,5,2019-11-01
1377,좋음,5,2020-04-11
1378,서비스 내용은 좋은데 눈치보여서 못쓰겠어요 대다수 사장님이 이런거보여주면 다 안좋아한다는둥 지금은 안된다는둥 이런데좀 걸러낼수없나요..,1,2015-09-15
1379,편하게 사용중입니다,5,2020-08-22
1380,굿굿,5,2019-01-14
1381,ㅅㅅㅅㅅ,5,2015-09-29
1382,굿뜨,4,2017-08-01
1383,종류도많아서좋은데 할인혜택까지좋네요~,5,2019-04-01
1384,여행 갈 때 숙박업소를 간편하게 찾을 수 있어서 좋아요,5,2015-12-01
1385,굿뜨,5,2021-02-17
1386,탁월한 선택입니다. 여기어때 보다 편히 사용 하고 있어요.,5,2022-04-19
1387,쉽고! 빠르고! 편리하다!,4,2020-06-20
1388,편해요,5,2022-05-27
1389,굿,5,2018-08-19
1390,ㅋ 지금장난하는건가요? 상담원면접보고뽑는거에요? 이건뭐 싸우자는것도아니고 거지같네요진짜  상담원좀다시뽑으면안돼나요? 전화받아서 말귀도못알아먹고  언성높여가면서 신경질내는데 이거 신고해도돼는거죠?,1,2017-09-17
1391,항상 편하게 볼 수 있어서 자주 이용하고 있습니다.,5,2018-10-11
1392,안정적으로 잘 사용하고 있어요~,5,2017-05-28
1393,편해요,4,2018-01-22
1394,양남비치호텔 좋았어요. 참깨끗하고 친절한 관리자입니다. 그리고 물이 매끌매끌해용^^~♡,5,2022-04-23
1395,굳,5,2018-11-22
1396,굿굿,5,2017-04-10
1397,별한개주기도 아깝네요~~ 당일 예약한거 취소하고 업체에연락하니 고객센터 연락하라하고 고객센터 연락하니 받지도 않고 몇일지나고 연락하니 예약은 제가하고 사용자는 저희 신랑으로 지정했는데 저희신랑이 이용자라고저희신랑 폰으로 연락한흔적이없다고 취소도 안된다고 나중에는 할말없으니 약관안읽었다고 들먹이네요~ 야!놀!자! 너무~~안좋네요 쌩돈 6만원날리네요 야놀자는 이렇게 돈버나봐요,1,2019-02-07
1398,할인도 받고 괜찮네요,4,2015-10-17
1399,깔끔한곳도 저렴하게 이용할수있어서 장거리커플에게 너무나도 좋은것같습니다!,5,2018-05-09
1400,편리합니다~,5,2019-09-22
1401,미리 시설이랑 가격보고 갈 수 있고 숙박 시설도 많아서 좋아요~,5,2015-09-04
